Company Name,Year,Equity Share Capital,Reserves And Surplus,Total Shareholders Funds,Total Non-Current Liabilities,Total Current Liabilities,Total Capital And Liabilities,Total Revenue,Total Expenses,Profit/Loss Before Tax,Current Tax,Profit/Loss For The Period,Basic Eps (Rs.),Equity Share Dividend,Pbdit Margin (%),Net Profit Margin (%),Return On Networth/Equity (%),Return On Capital Employed (%),Total Debt/Equity (X),Current Ratio (X),Dividend Payout Ratio (Np) (%),Earnings Retention Ratio (%),Score,Comment
Zydus Wellness Ltd.,Mar 16,39.07,448.13,487.2,5.08,75.49,567.77,432.95,567.77,396.68,429.1,0.14,6.81,312.3,116.8,12.08,105.24,26.0,48.84,31.2,24.53,21.6,23.75,0.17,5.74,46.41,53.59,950,"ROE Score : 150
 ROTC Score: 150
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.048270619536297986 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 150
 TOTAL SCORE: 950"
Amara Raja Batteries Ltd.,Mar 20,17.08,3638.53,3655.61,243.02,1101.96,5000.59,2222.9,5000.59,6839.46,6894.51,12.19,300.74,6053.83,840.68,179.86,660.82,38.69,0.0,16.87,9.58,18.08,21.88,0.37,2.02,0.0,100.0,750,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.36775521321993887 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 750"
Amara Raja Batteries Ltd.,Mar 19,17.08,3318.24,3335.32,258.15,902.47,4495.94,2204.07,4495.94,6793.11,6839.88,6.95,261.2,6109.51,730.37,238.78,483.49,28.31,70.88,14.7,7.07,14.5,20.52,0.35,2.44,14.66,85.34,700,"ROE Score : 50
 ROTC Score: 150
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.5339303811867877 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 700"
Amara Raja Batteries Ltd.,Mar 18,17.08,2920.31,2937.39,238.18,992.98,4168.55,2152.3,4168.55,6059.15,6125.52,5.06,230.34,5411.32,714.2,236.58,471.32,27.59,106.76,15.67,7.69,16.05,22.65,0.42,2.17,22.65,77.35,750,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.5053466859034202 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 750"
Amara Raja Batteries Ltd.,Mar 17,17.08,2575.99,2593.07,231.88,759.62,3584.57,1758.62,3584.57,5317.15,5366.39,5.77,191.17,4664.18,702.21,195.64,478.49,28.01,0.0,16.91,8.92,18.45,25.06,0.38,2.32,0.0,100.0,800,"ROE Score : 100
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.4846078287947501 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 800"
Amara Raja Batteries Ltd.,Mar 16,17.08,2084.56,2101.64,177.33,629.36,2908.33,1408.08,2908.33,4690.67,4736.35,0.49,139.87,4014.16,722.19,211.5,489.45,28.65,72.6,18.39,10.33,23.29,31.71,0.38,2.24,14.83,85.17,850,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 0.3623046276432731 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 100
 TOTAL SCORE: 850"
Tata Motors Ltd.,Mar 20,719.54,61491.49,63078.53,117775.12,140454.05,322121.26,119587.25,322121.26,261067.97,264041.12,7243.33,21425.43,271749.66,-10579.98,1893.05,-10975.23,-35.0,0.0,6.93,-4.16,-17.4,-1.84,4.09,0.85,-0.0,100.0,-200,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : -10.730993336813897 and Score: -100
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: -200"
Tata Motors Ltd.,Mar 19,679.22,59500.34,60179.56,101034.48,145457.43,307194.53,123431.16,307194.53,301938.4,304903.71,5758.6,23590.63,306623.3,-31371.15,2225.23,-28933.7,-85.0,0.0,-0.67,-9.49,-48.08,-15.84,4.1,0.85,-0.0,100.0,-200,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : -3.4919308626273167 and Score: -100
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: -200"
Tata Motors Ltd.,Mar 18,679.22,94748.69,95427.91,92178.07,143219.47,331350.51,135972.84,331350.51,294619.18,295508.07,4681.79,21553.59,286328.18,11155.03,3303.46,6813.1,26.0,0.0,12.69,2.31,7.14,8.42,2.47,0.95,0.0,100.0,0,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 13.529534279549692 and Score: 50
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 0"
Tata Motors Ltd.,Mar 17,679.22,57382.67,58061.89,99609.78,115629.52,273754.36,116119.75,273754.36,269692.51,270447.05,4238.01,17904.99,262246.82,9314.79,3137.66,6063.56,22.0,73.0,11.66,2.24,10.44,8.57,3.71,1.0,1.2,98.8,100,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 16.42760688440454 and Score: 0
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 100"
Tata Motors Ltd.,Mar 16,679.18,78273.23,78952.41,80706.47,107049.43,267141.15,109923.67,267141.15,273045.6,273930.95,4889.08,16710.78,257954.83,14125.77,1862.05,11100.72,34.0,0.0,13.08,4.05,14.06,11.88,2.38,1.03,0.0,100.0,300,"ROE Score : 50
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 7.270381560835694 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 300"
Hatsun Agro Products Ltd.,Mar 10,6.79,46.73,53.52,236.99,175.57,466.07,110.88,466.07,1141.56,1143.81,22.44,26.81,1132.17,11.64,0.0,2.79,1.0,1.02,5.33,0.24,5.21,11.73,7.71,0.63,36.56,63.44,-100,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 84.94265232974911 and Score: 0
 Share Count Reduction Check score : 0
 Business Growth score: 0
 TOTAL SCORE: -100"
Hatsun Agro Products Ltd.,Mar 09,6.79,45.27,57.15,165.18,137.14,359.47,64.9,359.47,1013.57,1004.77,14.42,21.68,984.95,19.82,5.88,11.87,3.0,2.04,5.52,1.18,20.77,15.4,5.29,0.47,17.19,82.81,200,"ROE Score : 150
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 13.915754001684922 and Score: 50
 Share Count Reduction Check score : 0
 Business Growth score: 0
 TOTAL SCORE: 200"
Hatsun Agro Products Ltd.,Mar 20,16.17,888.31,904.48,852.47,957.31,2714.26,498.28,2714.26,5308.33,5316.99,105.85,296.48,5160.59,156.39,52.8,112.27,6.99,96.25,10.53,2.11,12.41,14.93,2.0,0.52,85.73,14.27,100,"ROE Score : 50
 ROTC Score: 50
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 7.593034648614947 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 100"
Hatsun Agro Products Ltd.,Mar 19,15.98,788.7,804.68,542.7,898.46,2245.83,540.73,2245.83,4760.3,4766.35,85.72,200.59,4605.16,161.18,46.28,114.85,7.19,77.61,9.4,2.41,14.27,18.32,1.79,0.6,67.58,32.42,200,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 4.725293861558555 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 200"
Hatsun Agro Products Ltd.,Mar 18,15.22,350.31,365.53,570.91,1095.18,2031.62,484.97,2031.62,4287.37,4295.68,87.64,173.64,4177.0,118.68,24.88,90.84,5.88,60.58,8.86,2.11,24.85,22.03,4.56,0.44,66.69,33.31,300,"ROE Score : 150
 ROTC Score: 150
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 6.284786437692646 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 300"
Hatsun Agro Products Ltd.,Mar 17,15.22,333.39,348.61,397.67,841.44,1587.72,420.13,1587.72,4197.59,4204.38,70.2,142.87,4032.65,171.73,36.13,135.39,8.9,15.22,9.17,3.22,38.84,32.42,3.55,0.5,11.24,88.76,450,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 2.937218406086122 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 450"
Hatsun Agro Products Ltd.,Mar 16,10.87,219.79,230.67,256.95,669.87,1157.48,468.16,1157.48,3444.59,3448.59,67.61,107.09,3314.62,133.97,45.13,60.5,5.57,43.48,8.96,1.75,26.23,41.34,4.02,0.7,71.87,28.13,450,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 0
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 4.247107438016529 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 450"
KRBL Ltd.,Mar 20,23.54,3104.1,3127.64,242.43,1051.95,4422.91,3172.16,4422.91,4499.02,4521.53,62.44,72.88,3763.98,757.55,199.36,558.19,24.0,0.0,19.85,12.35,17.85,24.33,0.41,3.02,0.0,100.0,900,"ROE Score : 100
 ROTC Score: 150
 Operation Margin score: 50
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.43431448073236706 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 900"
KRBL Ltd.,Mar 19,23.54,2703.16,2726.7,185.62,1722.94,4636.14,3574.07,4636.14,4120.49,4135.64,67.58,64.46,3402.65,732.99,230.16,503.02,21.0,54.14,20.99,12.16,18.45,27.48,0.7,2.07,10.76,89.24,1000,"ROE Score : 100
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.36901117251799137 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 1000"
KRBL Ltd.,Mar 18,23.54,2264.36,2287.9,189.88,1365.22,3843.87,2820.18,3843.87,3246.52,3264.06,69.24,67.78,2609.05,655.01,202.33,434.44,18.0,49.43,24.4,13.31,18.99,29.22,0.68,2.07,11.38,88.62,1000,"ROE Score : 100
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.43706840990700674 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 1000"
KRBL Ltd.,Mar 17,23.54,1883.78,1907.32,205.95,1308.08,3422.24,2353.08,3422.24,3147.65,3157.93,54.84,61.42,2620.37,537.56,115.77,399.4,17.0,0.0,20.77,12.65,20.94,28.02,0.79,1.8,0.0,100.0,1050,"ROE Score : 150
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.5156484727090636 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 1050"
KRBL Ltd.,Mar 16,23.54,1474.8,1498.34,298.25,1183.3,2980.77,2060.67,2980.77,3362.81,3424.03,67.48,49.78,3033.24,390.79,100.48,293.14,12.0,84.74,15.11,8.56,19.56,25.5,0.99,1.74,28.91,71.09,850,"ROE Score : 100
 ROTC Score: 200
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 1.0174319437811286 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 200
 TOTAL SCORE: 850"
Rain Industries Ltd.,Dec 19,67.27,4892.64,4959.91,8881.61,2190.76,16227.74,4372.7,16227.74,12360.8,12517.03,452.4,594.02,11926.29,590.73,315.44,462.46,12.0,38.23,13.24,3.69,9.32,7.43,2.23,2.0,8.27,91.73,200,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 19.205142066340876 and Score: 0
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 200"
Rain Industries Ltd.,Mar 19,67.27,4892.64,4959.91,8839.82,2190.76,16185.95,4372.7,16227.74,12360.8,12517.03,452.4,594.02,11926.29,590.73,315.44,462.46,12.0,38.23,13.24,3.69,9.32,7.43,2.22,2.0,8.27,91.73,200,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 19.114777494269774 and Score: 0
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 200"
Rain Industries Ltd.,Dec 18,67.27,4555.47,4622.74,8413.37,2643.64,15823.07,5246.61,15823.07,14048.99,14089.77,456.51,555.09,13095.0,994.77,422.93,630.45,17.0,67.27,14.28,4.47,13.64,11.01,2.39,1.98,10.67,89.33,300,"ROE Score : 50
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 13.345023395986994 and Score: 50
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 300"
Rain Industries Ltd.,Dec 17,67.27,3876.83,3944.1,4980.59,5524.3,14550.31,4956.78,14550.31,11303.19,11414.16,594.67,525.63,10150.78,1083.05,433.05,791.24,23.0,33.88,19.49,6.93,20.06,18.59,2.66,0.9,4.28,95.72,350,"ROE Score : 150
 ROTC Score: 100
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 6.294664071583843 and Score: 100
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 350"
Rain Industries Ltd.,Dec 16,67.27,2947.08,3014.35,8143.17,1798.85,13027.93,3586.3,13027.93,9316.4,9437.81,600.19,346.14,8909.02,391.75,284.66,226.96,7.0,33.64,14.36,2.4,7.53,8.83,3.3,1.99,14.82,85.18,200,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 35.879317941487486 and Score: 0
 Share Count Reduction Check score : 0
 Business Growth score: 50
 TOTAL SCORE: 200"
JK Paper Ltd.,Mar 20,178.24,2156.25,2334.49,1893.34,1023.61,5290.45,1426.63,5290.45,3060.19,3164.0,129.3,149.48,2467.61,696.39,217.79,468.41,26.0,161.16,31.87,14.8,20.06,19.35,1.25,1.39,34.41,65.59,850,"ROE Score : 150
 ROTC Score: 100
 Operation Margin score: 150
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 4.042057172135522 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 850"
JK Paper Ltd.,Mar 19,178.24,1851.86,2030.1,1592.69,840.43,4522.1,1400.38,4522.1,3256.71,3306.71,124.4,127.68,2640.67,666.04,145.12,424.94,24.0,53.72,28.19,12.85,20.93,21.47,1.2,1.67,12.64,87.36,850,"ROE Score : 150
 ROTC Score: 150
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 3.7480350167082412 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 850"
JK Paper Ltd.,Mar 18,175.5,1467.59,1643.09,1173.18,792.18,3608.45,852.35,3608.45,2844.27,2866.78,143.02,122.32,2491.36,375.42,73.12,260.58,15.0,29.5,22.53,9.09,15.86,18.41,1.2,1.08,11.32,88.68,700,"ROE Score : 100
 ROTC Score: 100
 Operation Margin score: 100
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 4.502187428045131 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 700"
JK Paper Ltd.,Mar 17,155.96,1165.29,1321.25,1458.32,816.06,3595.63,844.06,3595.63,2628.61,2663.41,187.64,120.68,2419.88,243.53,47.49,174.49,11.0,8.94,20.99,6.55,13.21,15.51,1.72,1.03,5.12,94.88,550,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 100
 Net Profit Margin Score: 0
 Current Ratio score: 100
 Debt to NetProfit : 8.357613616826178 and Score: 100
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 550"
JK Paper Ltd.,Mar 16,148.53,953.57,1102.1,1542.41,833.93,3478.44,629.51,3478.44,2437.25,2444.15,195.23,118.29,2355.36,88.79,23.49,60.74,4.0,0.0,16.51,2.49,5.51,10.74,2.16,0.75,0.0,100.0,50,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 50
 Net Profit Margin Score: 0
 Current Ratio score: -100
 Debt to NetProfit : 25.393645044451763 and Score: 0
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 50"
National Peroxide Ltd.,Mar 20,5.75,796.36,802.1,42.17,213.85,1058.12,186.16,1058.12,191.23,209.18,2.74,11.23,179.62,29.56,5.46,17.92,31.0,37.36,22.76,8.57,2.23,3.83,0.32,0.87,208.48,-108.48,350,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 100
 Net Profit Margin Score: 50
 Current Ratio score: -100
 Debt to NetProfit : 2.353236607142857 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 350"
National Peroxide Ltd.,Mar 19,5.75,1168.04,1173.79,109.47,58.54,1341.79,332.84,1341.79,402.28,421.39,0.73,9.23,185.37,236.02,82.15,153.8,268.0,37.36,61.15,36.5,13.1,18.45,0.14,5.69,24.29,75.71,1000,"ROE Score : 50
 ROTC Score: 100
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: 100
 Debt to NetProfit : 0.7117685305591677 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 1000"
National Peroxide Ltd.,Mar 18,5.75,1011.11,1016.86,36.51,39.4,1092.77,209.68,1092.77,302.74,312.88,0.51,9.19,166.96,146.97,42.13,95.84,167.0,19.54,51.75,30.63,9.43,14.0,0.07,5.32,20.39,79.61,900,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: 100
 Debt to NetProfit : 0.38094741235392315 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 900"
National Peroxide Ltd.,Mar 17,5.75,735.84,741.59,27.44,38.36,807.39,128.92,807.39,233.75,239.94,2.21,8.93,174.43,57.82,14.68,38.64,67.0,5.75,29.5,16.1,5.21,7.81,0.09,3.36,14.88,85.12,650,"ROE Score : 0
 ROTC Score: 0
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.7101449275362319 and Score: 200
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 650"
National Peroxide Ltd.,Mar 16,5.75,218.25,224.0,41.45,48.86,314.31,120.84,314.31,233.99,242.11,5.39,8.96,212.0,29.19,8.52,18.45,32.0,5.75,18.61,7.62,8.24,13.03,0.4,2.47,31.17,68.83,550,"ROE Score : 0
 ROTC Score: 50
 Operation Margin score: 50
 Net Profit Margin Score: 50
 Current Ratio score: 100
 Debt to NetProfit : 2.2466124661246614 and Score: 150
 Share Count Reduction Check score : 0
 Business Growth score: 150
 TOTAL SCORE: 550"
Valiant Organics Ltd.,Mar 20,12.15,357.16,371.53,94.01,145.36,610.9,190.3,610.9,583.58,604.14,1.01,12.9,425.03,179.11,40.0,138.52,114.02,21.87,33.08,22.93,37.28,38.69,0.64,1.31,15.79,84.21,1100,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.6786745596303783 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 1100"
Valiant Organics Ltd.,Mar 19,5.86,245.0,250.87,55.28,87.35,402.01,185.12,402.01,605.98,612.41,1.49,11.8,441.55,170.85,48.0,133.24,109.67,5.04,30.39,21.76,53.11,54.77,0.57,2.12,3.78,96.22,1100,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 0.4148904232963074 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 1100"
Valiant Organics Ltd.,Mar 18,5.86,53.31,59.18,5.08,31.92,96.17,57.56,96.17,120.64,122.13,0.47,2.19,96.9,25.23,8.46,16.34,27.86,3.81,23.12,13.38,27.61,40.0,0.63,1.8,23.32,76.68,1000,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.3108935128518972 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 1000"
Valiant Organics Ltd.,Mar 17,3.64,41.56,45.2,3.88,17.2,68.51,34.13,68.51,73.39,74.88,0.25,1.71,56.98,17.91,5.94,11.62,19.81,2.93,27.07,15.52,25.71,35.39,0.47,1.98,25.22,74.78,1000,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 100
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 0.3339070567986231 and Score: 200
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 1000"
Valiant Organics Ltd.,Mar 16,3.64,19.11,22.75,13.26,4.76,40.78,14.33,40.78,52.1,53.48,0.49,0.93,37.72,15.75,5.38,10.31,28.31,7.28,32.96,19.28,45.32,45.09,0.79,3.01,70.61,29.39,1050,"ROE Score : 200
 ROTC Score: 200
 Operation Margin score: 150
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 1.2861299709020368 and Score: 150
 Share Count Reduction Check score : -100
 Business Growth score: 200
 TOTAL SCORE: 1050"
REC Ltd.,Mar 20,1974.92,33421.51,35396.43,286478.88,25154.77,347030.08,344134.48,347030.08,29929.78,30007.05,18991.3,11.77,22986.21,7020.84,1645.06,4963.13,25.0,2172.41,86.95,16.54,14.02,8.08,8.8,13.68,43.77,56.23,450,"ROE Score : 50
 ROTC Score: 0
 Operation Margin score: 200
 Net Profit Margin Score: 100
 Current Ratio score: 100
 Debt to NetProfit : 57.72141370465815 and Score: 0
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 450"
REC Ltd.,Mar 19,1974.92,32571.42,34546.34,244453.65,19453.84,298453.83,295162.97,298453.83,25399.02,25431.33,15639.2,8.29,17350.84,8080.49,1813.23,5731.43,29.0,2518.02,93.42,22.54,16.59,8.5,7.64,15.17,43.93,56.07,550,"ROE Score : 100
 ROTC Score: 0
 Operation Margin score: 200
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 42.65142381569695 and Score: 0
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 550"
REC Ltd.,Mar 18,1974.92,30612.69,32587.61,204698.21,5083.94,242369.76,238962.02,242369.76,22651.6,22666.39,13332.94,6.93,16719.54,5946.85,2215.43,4439.85,23.0,1984.79,85.15,19.59,13.62,8.13,6.44,47.0,44.7,55.3,500,"ROE Score : 50
 ROTC Score: 0
 Operation Margin score: 200
 Net Profit Margin Score: 150
 Current Ratio score: 100
 Debt to NetProfit : 46.1047580436276 and Score: 0
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 500"
REC Ltd.,Mar 17,1974.92,31695.64,33670.56,151583.7,24990.66,210244.92,29546.26,210244.92,24194.92,24361.23,13461.59,40.33,15390.38,8970.85,2648.37,6313.37,32.0,1382.44,92.88,25.92,18.75,12.11,5.24,1.18,21.9,78.1,650,"ROE Score : 100
 ROTC Score: 50
 Operation Margin score: 200
 Net Profit Margin Score: 200
 Current Ratio score: 100
 Debt to NetProfit : 24.009950311798615 and Score: 0
 Share Count Reduction Check score : -100
 Business Growth score: 100
 TOTAL SCORE: 650"
